step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
100.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
105.0,0,0.0,0.0,13.316314915747828,0,0.0,0.9573295290058208,0,0.0,0.9590718161215317,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9662387008877178,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9677702453638981,0,0.0,0.9629531728774594,0,0.0,0.9609387446581288,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9522856916605015,0,0.0,1.0,0,0.0
110.0,0,0.0,0.0,13.39515085963351,0,0.0,0.9325534527478827,0,0.0,0.93572244645283,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9354486321533971,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9427231026374306,0,0.0,0.9444432001663928,0,0.0,0.9352277279969125,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9311297731318096,0,0.0,1.0,0,0.0
115.0,0,0.0,0.0,12.065850894973423,0,0.0,0.9321872646105659,0,0.0,0.969778407480281,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7738493294671522,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9487774517314056,0,0.0,0.6843310150016446,0,0.0,0.7906813984578378,0,0.0,1.0,0,0.0,0.9677702453638981,0,0.0,1.0,0,0.0,0.9320855983023183,0,0.0,1.0,0,0.0
120.0,5,15.0,0.3125,9.900768044700703,2,3.0,0.6671777917114942,0,0.0,0.9374413446367162,0,0.0,1.0,0,0.0,1.0,1,5.0,0.49651928420241465,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8391361214328255,2,7.0,0.4674619479688184,0,0.0,0.9174628367636305,0,1.0,0.8249121323098942,0,0.0,0.9507061781870725,0,0.0,1.0,0,0.0,0.8034146942204353,0,0.0,0.7450948109280252,5,16.0
125.0,2,4.0,0.0625,9.950150374842249,0,3.0,0.6688652902631802,0,0.0,0.828198403549961,0,0.0,1.0,0,0.0,1.0,0,3.0,0.6078617044695691,0,4.0,0.48000002714647927,0,0.0,1.0,0,0.0,1.0,1,2.0,0.6579439093031139,0,3.0,0.6679806007807234,0,4.0,0.7689446949527552,0,1.0,0.9560228688699167,1,2.0,0.4570299174762658,0,4.0,0.3976782945640691,0,0.0,0.914464872418797,0,0.0,0.9634607630916632,2,26.0
130.0,9,35.0,0.4375,10.678971138881781,2,8.0,0.7364497850575741,2,6.0,0.694007792594878,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9363186253233695,0,4.0,0.881807052445919,0,0.0,1.0,0,0.0,1.0,3,13.0,0.5498965259471446,0,0.0,0.9807072706704876,0,4.0,0.9143683128740145,0,1.0,0.8408428532801149,1,7.0,0.00396348728788012,0,4.0,0.8770760726206364,1,1.0,0.653021351906202,0,0.0,0.9499545943043222,9,48.0
135.0,7,33.0,0.375,9.939194094952098,0,2.0,0.7090698197353014,4,24.0,0.4277761551406597,0,2.0,0.769239716262994,0,0.0,0.9949711568678743,0,0.0,0.9513856730741361,0,4.0,0.9349475527182423,0,0.0,1.0,0,0.0,1.0,0,12.0,0.664648659652606,0,0.0,0.6802243716113192,0,2.0,0.9186368169230462,0,0.0,0.864162645268892,0,4.0,0.5616115211229936,0,2.0,0.9246588219730769,3,13.0,0.41092765778821194,0,0.0,0.7450902584090016,7,65.0
140.0,6,19.0,0.18269230769230768,10.246701922316136,2,5.0,0.7266957301897554,0,15.0,0.6815831141680793,0,4.0,0.9654979281167355,0,0.0,0.9598784993875547,0,0.0,0.6869564044613652,0,0.0,0.9622549198804616,0,0.0,0.9337665517903279,0,0.0,1.0,0,0.0,0.7345014085921626,2,8.0,0.5051293007915479,0,0.0,0.6869009645669599,0,2.0,0.8345360819222333,0,4.0,0.8935122025806804,0,0.0,0.9092067595416521,0,8.0,0.675786341615517,2,10.0,0.38042750973101735,6,56.0
145.0,15,59.0,0.49166666666666664,10.16197503454485,3,17.0,0.6774765249095517,0,4.0,0.898353478754465,0,6.0,0.5953637919782284,0,0.0,0.8404548773969395,3,8.0,0.5416824545450583,1,2.0,0.666530054156233,0,0.0,0.9230394466574448,0,0.0,1.0,0,0.0,0.769867993819286,5,27.0,0.4671519795731218,2,6.0,0.4760312054398256,0,4.0,0.8448084244216597,0,4.0,0.8873907915247367,1,1.0,0.006016553756759416,0,0.0,0.9155514232832629,0,4.0,0.8887030278591498,15,83.0
150.0,21,112.0,0.875,8.941133474858539,0,7.0,0.6807373546842894,2,8.0,0.6351226013535122,0,4.0,0.9644475235763381,0,0.0,0.6654207023790681,0,4.0,0.5911406578155972,3,16.0,0.3992662850889445,0,1.0,0.7807452500396999,0,0.0,0.8296834837936866,2,7.0,0.576274668711824,6,54.0,0.4419599948680016,5,27.0,0.3586397843405944,0,4.0,0.8929205810658445,2,8.0,0.6163345614935001,1,6.0,0.7241609862106696,0,0.0,0.7868633175130902,0,2.0,0.8748251372500885,21,148.0
155.0,35,233.0,1.6180555555555556,7.7023184342208,2,2.0,0.7097099852580814,6,27.0,0.34823254707555673,0,4.0,0.9678817273453554,1,5.0,0.14422515995353177,0,0.0,0.9362672964459042,3,33.0,0.5389712708942724,0,1.0,0.9521012281953269,0,0.0,0.9260116517581746,0,0.0,0.6474795655909565,8,92.0,0.38391222440317274,5,54.0,0.5207896170773227,2,8.0,0.5309473396942898,5,33.0,0.1664931689448246,0,0.0,0.928687297011449,3,7.0,0.41786415231484075,0,2.0,0.6572323684813246,35,268.0
160.0,45,236.0,1.475,6.813868432362644,0,1.0,0.6636128011579389,9,70.0,0.3151043205966795,1,5.0,0.08354300022748738,0,2.0,0.9733746929292298,1,1.0,0.6071379763011447,0,16.0,0.8444253318651614,0,4.0,0.48505782853541013,1,1.0,0.761044736879902,0,0.0,0.9597553934012408,4,85.0,0.28451264304254387,2,45.0,0.5967642886408758,6,33.0,0.2819218821382902,8,73.0,0.3794688776248699,1,5.0,0.5761585430929204,7,36.0,0.3548978995180282,5,17.0,0.3191539462902427,45,394.0
