step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,13.9040770534911,0,0.0,0.9816743687523217,0,0.0,0.9787504845154016,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9812461403256567,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9804064274303761,0,0.0,0.9815835037266327,0,0.0,0.975510154120407,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9792004121070645,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,12.985983637079954,0,0.0,0.9249313113441047,0,0.0,0.9530663389487724,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8518381185447246,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9566488938337425,0,0.0,0.959226948871433,0,0.0,0.9456702874327165,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.953797596156155,0,0.0,1.0,0,0.0
15.0,3,5.0,0.125,11.311773600269955,1,1.0,0.7222183904238655,0,0.0,0.9142029616890642,0,0.0,1.0,0,0.0,1.0,1,2.0,0.6509785220847297,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9460496519515561,0,0.0,0.939234348057684,0,0.0,0.9653073998845721,0,0.0,0.9103965202754049,0,0.0,0.9144405315420566,0,0.0,0.9499012450489919,1,2.0,0.7136076261173808,0,0.0,1.0,3,5.0
20.0,3,11.0,0.19642857142857142,10.63380951215677,3,11.0,0.6260909091950345,0,0.0,0.9043737304988113,0,0.0,1.0,0,0.0,1.0,0,0.0,0.6760040274806685,0,1.0,0.44346746221276556,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9417693515551524,0,0.0,0.7522101052702971,0,0.0,0.9389339190877232,0,0.0,0.9425685836593655,0,0.0,0.9325024527950156,0,0.0,0.939073795561813,0,0.0,0.7431319203900147,0,0.0,0.5294569942255845,3,12.0
25.0,4,8.0,0.1111111111111111,10.424106301340043,0,4.0,0.7009453010598837,1,1.0,0.7404513864546057,0,0.0,1.0,0,0.0,0.9662168074677381,0,0.0,0.9493137661855583,0,3.0,0.8601149544202131,0,0.0,1.0,0,0.0,1.0,1,1.0,0.7991513248073139,2,6.0,0.5659164312128743,0,2.0,0.629992604127574,0,0.0,0.8642481153277416,0,0.0,0.5489732192187842,0,0.0,1.0,0,0.0,0.9481718123269169,0,2.0,0.9109173757425777,4,19.0
30.0,14,38.0,0.475,8.835188667467664,2,4.0,0.6664349400903227,3,10.0,0.5739799307970069,0,2.0,0.5236577367181574,0,0.0,0.9368181822659004,2,4.0,0.45009584787110674,0,3.0,0.8869152883298745,0,0.0,1.0,0,0.0,1.0,3,10.0,0.631039772578493,0,3.0,0.588503868909063,3,13.0,0.6300622759681264,0,0.0,0.3611190838562697,0,0.0,0.925257783571332,0,2.0,0.405405757338944,1,1.0,0.5054558223384078,0,2.0,0.9672279497782256,14,54.0
35.0,15,77.0,0.8020833333333334,8.641890097931956,0,4.0,0.6474882053723342,5,31.0,0.3859199070918051,0,2.0,0.9266878817259191,0,0.0,1.0,4,21.0,0.41455233704959765,0,0.0,1.0,0,0.0,0.6658118655674693,0,0.0,0.9577782126660754,0,5.0,0.6085559495028423,0,0.0,0.9128956562016439,0,10.0,0.7537799222311158,3,15.0,0.17716623341692078,0,4.0,0.47470376568092243,0,4.0,0.8778628301868756,3,15.0,0.48150439087163505,0,0.0,0.9302898646208346,15,111.0
40.0,20,133.0,1.1875,8.884991783909976,2,5.0,0.7238971531422348,7,61.0,0.4523415456328893,0,2.0,0.882896451785383,0,0.0,1.0,0,14.0,0.5577890164250023,0,2.0,0.43435297152947644,0,0.0,0.9587930442282127,0,0.0,0.9563643036633112,2,9.0,0.6189953769313008,0,0.0,0.9585614102768616,1,5.0,0.5336520346832713,3,30.0,0.5769745412962872,0,4.0,0.8379913923633978,0,4.0,0.8619571381985373,5,34.0,0.3686217207758241,0,0.0,0.929052897611722,20,170.0
45.0,21,128.0,1.0666666666666667,8.395341219378079,1,3.0,0.6091844646056743,9,101.0,0.4265548671675725,2,4.0,0.44044956644893307,0,0.0,0.8646251766016312,0,0.0,0.7826535115783237,0,2.0,0.8345864229833584,0,0.0,0.8559658405852527,0,0.0,0.531300564364484,1,1.0,0.6035535462515599,0,2.0,0.818163092555033,7,32.0,0.31764576915962406,0,15.0,0.823518393213047,0,8.0,0.8056481995679747,0,0.0,0.7799994640592774,1,29.0,0.3843509409679296,0,4.0,0.502834460933735,21,201.0
50.0,12,61.0,0.4485294117647059,8.96350129320003,2,10.0,0.6427896233375349,3,91.0,0.3222862820135554,1,2.0,0.5346814579392886,0,0.0,0.8129656437105339,2,5.0,0.47332270465886656,0,2.0,0.9168349051430772,0,2.0,0.4651200339805562,2,7.0,0.6116660009446491,1,6.0,0.4495343691214024,0,4.0,0.9086590382503352,1,36.0,0.6105318151858531,0,4.0,0.7370661581882528,0,4.0,0.8775388800968407,0,0.0,0.9403459755064804,0,6.0,0.5935769089978264,0,4.0,0.8524783135823428,12,183.0
55.0,20,84.0,0.5526315789473685,8.629586164294674,0,3.0,0.6144818731331445,4,48.0,0.34499321023310897,1,6.0,0.7826447103623615,0,0.0,0.7867708902998933,4,22.0,0.37966436508585955,1,2.0,0.3312974993097993,0,4.0,0.8862445820111453,2,17.0,0.5525873766281736,0,5.0,0.61537107864135,0,4.0,0.8939495069802788,2,17.0,0.6641190332242317,2,8.0,0.5203368724474847,0,6.0,0.8541835749885357,0,0.0,0.7281160092602377,4,17.0,0.6011497361167082,0,2.0,0.8552574676826193,20,161.0
