step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,13.768079650373831,0,0.0,0.9651829873132876,0,0.0,0.9658818108565785,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9596824942164405,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9631803851354799,0,0.0,0.9634241137807706,0,0.0,0.9632501441230094,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9667426392400875,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,13.410383935501159,0,0.0,0.9609423509182806,0,0.0,0.9625097515597338,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9608860968471535,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.960294256523002,0,0.0,0.9628954143101905,0,0.0,0.9613007580712831,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8952779779876063,0,0.0,1.0,0,0.0
15.0,1,2.0,0.05,12.65011745982298,0,0.0,0.9214949600281275,1,2.0,0.7375470385003513,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9663847777741296,0,0.0,0.9892286067684282,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9489491339899194,0,0.0,0.950169461093441,0,0.0,0.9468137495292337,0,0.0,0.9119090576994116,0,0.0,0.9192543724626732,0,0.0,0.9190530921068617,0,0.0,0.9523244076724907,0,0.0,0.8225323781581431,1,2.0
20.0,3,13.0,0.23214285714285715,11.653599436299844,1,2.0,0.7135014545243705,2,11.0,0.6051759799542064,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9557056265185014,0,0.0,0.9406441728158055,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9350506572827734,0,0.0,0.7599798160096858,0,0.0,0.9210808578672864,0,0.0,0.9305097152121284,0,0.0,0.936964936335364,0,0.0,0.9351713338230793,0,0.0,0.9537459298739074,0,0.0,0.9554864442757377,3,13.0
25.0,4,7.0,0.09722222222222222,9.556818670978373,0,0.0,0.7644806957230507,0,2.0,0.6527423562450699,0,0.0,0.9529361052014329,0,0.0,0.9176930500687156,0,0.0,0.7735205911718845,0,0.0,0.9487178898462231,0,0.0,1.0,0,0.0,1.0,1,1.0,0.5855133356726974,2,5.0,0.542416923787703,1,3.0,0.5741201780176736,0,4.0,0.457282785762508,0,0.0,0.9616089214303472,0,0.0,0.9665277323927226,0,0.0,0.7988751676348844,0,0.0,0.6823116577455376,4,15.0
30.0,14,50.0,0.625,8.110852083503648,1,3.0,0.6546354886326409,2,6.0,0.5948237724567815,0,0.0,0.9392518151691438,0,0.0,0.9510786185001665,1,4.0,0.53453188607895,0,0.0,0.34451368897478973,0,0.0,0.9234897658869502,0,0.0,1.0,2,10.0,0.5184380442927267,0,3.0,0.594734046246322,3,15.0,0.6406740519457278,2,10.0,0.5616811832953005,0,0.0,0.9141564018647768,0,4.0,0.4381113049401368,1,2.0,0.5774697891487584,2,8.0,0.08493034886657874,14,65.0
35.0,10,50.0,0.5208333333333334,8.70156210824386,0,2.0,0.788861362210278,4,19.0,0.46807790545818573,0,0.0,0.9579885598378932,0,0.0,0.9949874998449789,0,1.0,0.6174516800889007,2,10.0,0.20378027974177276,0,0.0,0.9282398890679213,0,0.0,1.0,0,4.0,0.5702420196774617,0,0.0,0.9583844688974162,0,9.0,0.7271266246149508,0,7.0,0.7709660425623464,0,2.0,0.3770267729296877,0,4.0,0.831260045748564,0,1.0,0.636045984738,4,25.0,5.200340001869039e-05,10,84.0
40.0,8,14.0,0.125,9.75495286076367,2,5.0,0.7700272110193331,1,14.0,0.7167286305201703,0,2.0,0.7463492545506331,0,0.0,1.0,0,0.0,0.9435036242301602,0,4.0,0.8735396540182471,0,4.0,0.5533637626724953,0,0.0,0.9588117405090909,0,2.0,0.8267628698183289,1,1.0,0.6354104009436791,1,5.0,0.5228872697062067,2,12.0,0.5218533525632386,0,8.0,0.8400707603036525,0,4.0,0.9104402112717583,1,2.0,0.7718531577391581,0,17.0,0.7035967043262613,8,80.0
45.0,9,26.0,0.21666666666666667,9.6915046345146,1,2.0,0.701020962062461,1,10.0,0.7874661090923455,0,4.0,0.725390983001844,0,0.0,0.8041174837453664,0,2.0,0.8122749325831906,0,4.0,0.9097442451387963,0,4.0,0.9171809913574501,0,0.0,0.9344033228865859,1,6.0,0.6596193627706343,3,12.0,0.5201603536417211,1,9.0,0.4768530905898031,1,15.0,0.5193234988778218,0,4.0,0.9160461521343799,0,0.0,0.6941290766105319,1,6.0,0.6056629520570119,0,8.0,0.7630209564190182,9,86.0
50.0,18,56.0,0.4117647058823529,8.424719530481195,2,9.0,0.6705663730408981,1,3.0,0.5221590299312715,1,9.0,0.8036164922533665,0,0.0,0.8832750148810394,1,4.0,0.6088903799335209,1,4.0,0.3386171282058752,0,4.0,0.886895659145907,1,2.0,0.493053393047542,3,19.0,0.6390364400081269,0,4.0,0.586511862345965,2,12.0,0.6446381292906007,2,12.0,0.3567574446538672,0,2.0,0.5210600496371443,0,4.0,0.5765825483111892,2,12.0,0.6253981867441245,2,10.0,0.5867498396494596,18,110.0
55.0,26,104.0,0.6842105263157895,8.294738263838116,1,4.0,0.6374161941827208,4,23.0,0.4284116021333981,1,10.0,0.8104683289611744,0,0.0,0.909315913226414,3,16.0,0.5426438436763263,5,22.0,0.002657560962991364,1,5.0,0.3070118356633566,2,9.0,0.0002464275635947143,0,10.0,0.49121598339594214,0,0.0,0.8932633725796849,0,9.0,0.7047773139931715,2,16.0,0.4947356761327795,2,16.0,0.29140574996668167,0,4.0,0.8414549455028116,0,8.0,0.7359964495833615,5,32.0,0.5314757162998288,26,184.0
60.0,18,84.0,0.5283018867924528,8.925925490059331,3,12.0,0.6702393749254175,5,48.0,0.6194745129911428,0,2.0,0.7759124373520323,0,0.0,0.9269089510173399,0,8.0,0.48278767007167156,0,26.0,0.43664180158492655,3,22.0,0.34138474074429637,0,0.0,0.9165752086000433,3,7.0,0.4808894450793149,0,0.0,0.7575949115156718,1,6.0,0.6717018898037145,1,14.0,0.7898369754547099,0,8.0,0.8501678485365088,0,6.0,0.7899160030798648,2,7.0,0.5002004571605951,0,23.0,0.5051380212134942,18,189.0
65.0,14,50.0,0.28901734104046245,9.386287120417927,0,6.0,0.7322523668398829,1,37.0,0.6230885482301233,0,4.0,0.9219725864224347,0,0.0,0.7845692453831175,0,4.0,0.7225431631625325,0,4.0,0.8528669594407479,0,10.0,0.8297779452688482,0,2.0,0.856165135757533,3,26.0,0.5121399432879871,3,8.0,0.44991225183493144,2,9.0,0.4388278139070337,0,6.0,0.6660450467904211,0,6.0,0.89955483414808,0,4.0,0.7823781355681447,0,9.0,0.46732023057308975,5,20.0,0.49345527375994397,14,155.0
70.0,12,46.0,0.24731182795698925,9.555100111600929,0,0.0,0.8483483109190033,4,18.0,0.5179964004692093,0,4.0,0.96311591319612,0,0.0,0.9169238992747578,1,8.0,0.8118869369555116,0,8.0,0.756856452031836,0,6.0,0.8437668109008911,1,5.0,0.5056193269214929,0,13.0,0.8047247857603345,0,8.0,0.6129013474327523,2,18.0,0.6725871534084905,1,6.0,0.35555364663429023,1,3.0,0.5663052605856819,0,6.0,0.7967620246118569,2,12.0,0.6967009147695596,0,25.0,0.46206221394031294,12,140.0
75.0,26,78.0,0.4148936170212766,8.281961775148126,0,0.0,0.7986011352012614,1,15.0,0.35472003937337976,0,0.0,0.9078620877704277,0,0.0,0.9191223524401307,2,16.0,0.6663187800139205,1,9.0,0.5386213820094994,2,7.0,0.29610018452105535,4,22.0,0.4227983589264254,3,11.0,0.7308354417952518,0,4.0,0.908748166773068,0,9.0,0.6889709885767673,0,9.0,0.2992487882455516,6,22.0,0.10733658050695581,1,9.0,0.6482064319968567,0,6.0,0.7151787724925104,6,28.0,0.44957858342118145,26,167.0
80.0,26,117.0,0.5879396984924623,8.249333888665857,2,6.0,0.6078011079624087,5,25.0,0.5603112701745071,0,0.0,0.7675671506597218,0,0.0,0.9214709446130601,2,11.0,0.334919802910337,0,11.0,0.6304118725971681,6,36.0,0.10683008313550361,1,22.0,0.47090011152155675,1,9.0,0.538348089742909,0,4.0,0.9273033084158873,1,5.0,0.5049829262993512,0,8.0,0.844198778435592,0,27.0,0.5613762492845705,0,8.0,0.7584443471721538,1,5.0,0.6260390382578097,7,60.0,0.5080321427686921,26,237.0
85.0,30,119.0,0.5586854460093896,8.293297189161624,5,25.0,0.5527398149298851,2,30.0,0.6160326096376094,1,7.0,0.552677601817175,0,0.0,0.6079239767976939,6,32.0,0.3995336091604369,2,11.0,0.5821890843088849,0,33.0,0.6976724836485575,3,21.0,0.5336645994477107,6,29.0,0.41090084069581295,0,0.0,0.762280585399222,1,7.0,0.397478539686426,0,8.0,0.8984638441177898,0,7.0,0.8645975597057466,2,10.0,0.5858068251511855,1,7.0,0.45098817077381587,1,55.0,0.3837600065916771,30,282.0
90.0,32,112.0,0.5137614678899083,7.9520204938204095,1,21.0,0.5349911685903261,4,24.0,0.5119237349037215,1,5.0,0.7517726229185943,1,5.0,0.0,1,31.0,0.5884336734107338,3,18.0,0.47693192953112334,0,4.0,0.8902528476432021,0,11.0,0.6007636380311078,3,38.0,0.5421086015273452,1,6.0,0.5028757363832996,3,21.0,0.4328370956700563,1,5.0,0.49940394235771685,2,10.0,0.5494302403484227,7,30.0,0.39701993636581406,2,14.0,0.6387583997531135,2,20.0,0.4744015396939585,32,263.0
95.0,39,169.0,0.757847533632287,7.73958597032059,3,9.0,0.6700535006427588,3,25.0,0.34883117873119246,1,9.0,0.8423334758584673,0,2.0,0.9323180874718053,2,13.0,0.6718249719922993,3,15.0,0.24248512519359972,1,6.0,0.4506918451881125,4,16.0,0.5001019383872526,3,27.0,0.6127151482244353,0,5.0,0.7371259685856257,1,16.0,0.5996562890428018,0,8.0,0.24257231730680348,6,28.0,0.2569539040464999,9,74.0,0.17823083333184497,0,9.0,0.6993223998632734,3,13.0,0.478096844992926,39,275.0
100.0,36,153.0,0.6652173913043479,8.005980187296647,1,5.0,0.609002169144279,5,36.0,0.4374116951889523,1,10.0,0.7749886528773485,0,4.0,0.8501184657021975,1,9.0,0.4870443110966835,4,30.0,0.2832212461464516,6,29.0,0.10979916732013027,1,22.0,0.30484658787393626,3,24.0,0.4346934959934701,0,4.0,0.9604692991464072,1,11.0,0.779809835832029,0,8.0,0.8263509912023542,0,30.0,0.49685392979609466,5,85.0,0.40247037587376466,2,6.0,0.5389068108573121,6,38.0,0.5331060680054408,36,351.0
