step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,13.727771419239623,0,0.0,0.9750271205079536,0,0.0,0.9749296953804545,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9773293290248226,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9779185271011701,0,0.0,0.9754922486498022,0,0.0,0.9728403969893931,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9719067563163186,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,12.855816251075655,0,0.0,0.8976720806614507,0,0.0,0.9614472799518095,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9617365711061616,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9646685288105903,0,0.0,0.9594471990144327,0,0.0,0.9595350570871124,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8490843204119187,0,0.0,1.0,0,0.0
15.0,3,5.0,0.125,11.322544163254072,1,1.0,0.7751515149152232,0,0.0,0.7870682844333355,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9478422526710552,0,0.0,0.8674900699017489,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9626163673156412,1,1.0,0.6572079602626786,0,0.0,0.9429259228505781,0,0.0,0.9461985594619744,0,0.0,0.9391649949268377,0,0.0,1.0,1,3.0,0.7421014606505161,0,0.0,1.0,3,5.0
20.0,5,19.0,0.3392857142857143,10.783222322202365,3,10.0,0.635752534922831,0,0.0,0.8364917699024209,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9482703067581195,0,0.0,0.9472613330122641,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7910869123105273,2,9.0,0.5458796344043566,0,0.0,0.9560664985700557,0,0.0,0.9744877938732012,0,0.0,0.8436177037191537,0,0.0,1.0,0,0.0,0.8435125474638705,0,2.0,0.5288059258239147,5,21.0
25.0,4,11.0,0.1527777777777778,9.87186098717829,0,6.0,0.8025122274643457,1,5.0,0.6822427788394632,0,0.0,0.7742276201716811,0,0.0,1.0,1,2.0,0.6242684101698527,0,0.0,0.508772706015621,0,0.0,1.0,0,0.0,1.0,2,4.0,0.5777417648641695,0,2.0,0.5945749660354683,0,4.0,0.6215072016912754,0,0.0,0.9224053921634057,0,0.0,1.0,0,4.0,0.4640682316380659,0,0.0,0.9760010599173662,0,0.0,0.9009591408971847,4,27.0
30.0,7,26.0,0.325,9.177753100632623,0,0.0,0.7733683311590779,0,3.0,0.5394337019384137,0,0.0,0.9346714287951374,0,0.0,1.0,3,11.0,0.42619746685135246,2,8.0,0.0109090645810087,0,0.0,1.0,0,0.0,1.0,0,1.0,0.6809717323800404,0,0.0,0.8811814227883291,2,11.0,0.6905153360389519,0,2.0,0.24329460561460864,0,2.0,0.4370026413313688,0,4.0,0.8457275108667593,0,0.0,0.9495405857202995,0,0.0,0.9172060456800543,7,42.0
35.0,12,46.0,0.4791666666666667,8.743564153502593,1,1.0,0.655102851073382,2,7.0,0.543299047938971,0,0.0,0.30926509238119954,0,0.0,1.0,0,6.0,0.5190708981091569,3,23.0,0.1110012477844575,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8292905957871805,0,0.0,0.7541395946629466,0,5.0,0.8019986354434694,3,21.0,0.48709593871438917,0,4.0,0.8971419174409885,0,4.0,0.8708933630480449,1,1.0,0.6120834645388709,2,3.0,0.5600283059630552,12,75.0
40.0,11,32.0,0.2857142857142857,8.652453096396872,2,8.0,0.6942730784096012,0,7.0,0.6870458569034539,2,10.0,0.21679674698669643,0,0.0,0.9112836537679811,0,0.0,0.9117454041486445,0,10.0,0.7556003618294188,0,4.0,0.43571881246599364,0,0.0,1.0,0,4.0,0.6825616250763546,2,6.0,0.5209145787443119,2,6.0,0.5392555788495961,0,18.0,0.8202619135661049,0,8.0,0.8190145221805989,1,3.0,0.3316560686397218,2,9.0,0.5559739674316145,0,4.0,0.25273475882268104,11,97.0
45.0,25,109.0,0.9083333333333333,7.804454771620917,3,23.0,0.5758129815752763,3,12.0,0.6821288548031857,2,18.0,0.6568023524939575,0,0.0,0.9563036702275548,1,2.0,0.6950354740867501,0,4.0,0.8799907703418822,0,4.0,0.9065560444065506,0,0.0,1.0,2,10.0,0.6373602474422909,0,3.0,0.6399555362388352,0,7.0,0.41751077924059854,1,8.0,0.5634892081383517,1,9.0,0.5316158824774546,6,23.0,0.055673881013819544,4,26.0,0.36732987371304415,2,6.0,0.19950198697912092,25,155.0
