step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,13.401447000226565,0,0.0,0.9460606901247097,0,0.0,0.9462220773996413,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9476185100147174,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9451969097458333,0,0.0,0.9434179855933977,0,0.0,0.9446038087987569,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9474987016349065,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,13.621614330246736,0,0.0,0.9742232022683366,0,0.0,0.9714715038324357,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9616951726831314,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9731010905964727,0,0.0,0.975968366038282,0,0.0,0.9424354727834029,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9722983105046294,0,0.0,1.0,0,0.0
15.0,1,1.0,0.025,12.001407239510343,0,0.0,0.8487913734263898,0,0.0,0.6844440343848395,0,0.0,1.0,0,0.0,1.0,0,0.0,0.954320283621953,0,0.0,0.8052844869988546,0,0.0,1.0,0,0.0,1.0,1,1.0,0.6843744999622221,0,0.0,0.9589117388454801,0,0.0,0.956288062477374,0,0.0,0.6958297255150397,0,0.0,1.0,0,0.0,0.9712492160232536,0,0.0,0.9497704432862264,0,0.0,0.9227799722266918,1,1.0
20.0,7,28.0,0.5,10.415792082751365,1,5.0,0.6734922719932003,2,9.0,0.6090061215515469,0,0.0,1.0,0,0.0,1.0,0,0.0,0.953124658269492,0,0.0,0.9573843910985591,0,0.0,1.0,0,0.0,1.0,2,10.0,0.48977573920477513,2,4.0,0.5756532129454052,0,0.0,0.8934006647064119,0,0.0,0.950958037352155,0,0.0,1.0,0,0.0,0.6011540249810453,0,0.0,0.9567816824615596,0,0.0,0.9644365691962337,7,28.0
25.0,3,3.0,0.041666666666666664,9.153667040359839,1,2.0,0.702529005530212,0,3.0,0.6835941815580087,0,0.0,1.0,0,0.0,0.49658067736434647,1,1.0,0.6304851754255832,0,0.0,0.9412673564499898,0,0.0,0.9275051667555406,0,0.0,1.0,0,3.0,0.625253739932533,0,1.0,0.6408901293775017,1,5.0,0.6316726065295832,0,2.0,0.8308780847808315,0,2.0,0.6491750965377827,0,0.0,1.0,0,0.0,0.6177558942099262,0,0.0,0.6287800434136351,3,19.0
30.0,14,47.0,0.5875,9.465813568895774,2,8.0,0.6644161918062038,1,2.0,0.5633633303713771,0,0.0,1.0,0,0.0,0.9596740262259316,3,13.0,0.42488087950419046,0,0.0,0.17704770998295705,0,0.0,0.9847047989843789,0,0.0,1.0,0,0.0,0.8637632709465349,0,0.0,0.9379264201912673,2,13.0,0.6972091195480702,1,5.0,0.7415152954180868,0,4.0,0.9014112863904725,0,4.0,0.8319466420684528,3,8.0,0.5209675724216959,2,6.0,0.13653978757069346,14,63.0
35.0,8,32.0,0.3333333333333333,9.025820773666089,0,1.0,0.6923387735016955,4,20.0,0.4600369706583832,0,2.0,0.4431940498679292,0,0.0,0.4420136210214902,0,5.0,0.5720216112664962,1,5.0,0.23113542335831103,0,0.0,0.6315057107757798,0,0.0,1.0,1,4.0,0.6106878231386786,0,0.0,0.9214043379675334,0,11.0,0.7343697030119678,2,13.0,0.6217606263268161,0,4.0,0.8718655480587753,0,4.0,0.9071795902814624,0,7.0,0.50273430279757,0,3.0,0.39663150589201746,8,79.0
40.0,13,36.0,0.32142857142857145,8.61945369511845,1,3.0,0.7368658397868565,0,15.0,0.7182912040531809,0,4.0,0.9162367549065865,1,2.0,0.00036664153413059844,0,0.0,0.8726042364737993,0,4.0,0.8698496256341491,2,8.0,0.133262042455679,0,0.0,1.0,3,18.0,0.4227893098340971,0,0.0,0.9630411441278097,2,7.0,0.5037966860994552,1,7.0,0.6069575755058496,0,6.0,0.3214987299455374,2,6.0,0.4172806770888936,1,3.0,0.7209287557883298,0,4.0,0.8587384624881541,13,87.0
45.0,19,72.0,0.6,8.302370296381602,4,17.0,0.5753621532599907,2,13.0,0.6933022085870352,0,2.0,0.9167230903542375,0,4.0,0.44505828942512327,1,2.0,0.6474160501736101,0,4.0,0.8997893645504512,0,2.0,0.9558561853397118,0,0.0,1.0,0,13.0,0.6492480845953117,0,0.0,0.9692140821263227,0,10.0,0.3785238741529348,5,21.0,0.4338356799160643,6,29.0,0.3238001303543352,0,8.0,0.44597438269711276,1,8.0,0.7075247222709594,0,4.0,0.9044818370773274,19,137.0
